BasePay,OvertimePay,OtherPay,Stated_TotalPay
59201.34,0.00,0.00,59201.34
618.58,0.00,1804.22,2422.80
3842.28,0.00,0.00,3842.28
5480.03,8979.87,0.00,14459.90
341.76,2346.24,0.00,2688.00
92484.48,0.00,0.00,92484.48
6980.22,58919.82,0.00,65900.04
22147.09,0.00,56610.43,78757.52
19748.98,0.00,72187.12,91936.10
13189.42,0.00,60936.32,74125.74
53623.15,0.00,0.00,53623.15
1157.82,2128.20,0.00,3286.02
4325.64,0.00,12625.18,16950.82
5289.28,36204.17,0.00,41493.45
71350.40,128456.61,0.00,199807.01
61877.04,0.00,0.00,61877.04
52000.08,0.00,0.00,52000.08
22407.26,74925.74,0.00,97333.00
18059.99,38193.40,0.00,56253.39
39364.78,0.00,0.00,39364.78
10704.97,42210.45,0.00,52915.42
28211.32,0.00,69223.74,97435.06
9320.29,17493.60,0.00,26813.89
49185.78,0.00,0.00,49185.78
16586.34,0.00,0.00,16586.34
74165.01,0.00,0.00,74165.01
90607.03,0.00,0.00,90607.03
34283.05,87240.24,0.00,121523.29
18576.14,0.00,65520.08,84096.22
124708.44,0.00,0.00,124708.44
1912.90,0.00,0.00,1912.90
151086.93,0.00,0.00,151086.93
62023.80,0.00,0.00,62023.80
30258.70,57865.36,0.00,88124.06
153099.38,0.00,0.00,153099.38
16930.42,33757.58,0.00,50688.00
90954.82,0.00,0.00,90954.82
55951.49,0.00,0.00,55951.49
150395.31,0.00,0.00,150395.31
88147.78,0.00,0.00,88147.78
25153.60,51561.47,0.00,76715.07
47476.31,0.00,186637.69,234114.00
108334.54,0.00,0.00,108334.54
18603.16,0.00,41633.13,60236.29
123242.67,0.00,0.00,123242.67
3597.33,13495.31,0.00,17092.64
5596.46,0.00,14475.89,20072.35
38466.88,109048.76,0.00,147515.64
93076.49,0.00,0.00,93076.49
1376.66,0.00,6095.47,7472.13
21714.54,62173.16,0.00,83887.70
23836.42,0.00,39537.25,63373.67
76960.10,0.00,0.00,76960.10
13367.90,0.00,0.00,13367.90
20582.99,0.00,123653.11,144236.10
56275.08,0.00,0.00,56275.08
1569.45,2856.27,0.00,4425.72
71731.01,0.00,0.00,71731.01
23086.15,76358.40,0.00,99444.55
5730.78,30489.39,0.00,36220.17
87137.57,0.00,0.00,87137.57
3731.64,8036.87,0.00,11768.51
584.03,4630.82,0.00,5214.85
8336.83,0.00,19372.98,27709.81
14932.94,0.00,57531.09,72464.03
6883.25,0.00,38679.27,45562.52
25839.38,43633.02,0.00,69472.40
51362.81,0.00,0.00,51362.81
29694.88,0.00,102706.62,132401.50
17513.67,0.00,55954.74,73468.41
10805.54,66712.11,0.00,77517.65
25209.84,0.00,44298.61,69508.45
13627.38,39688.82,0.00,53316.20
23562.03,0.00,38294.38,61856.41
13610.68,0.00,70895.44,84506.12
1196.93,8175.81,0.00,9372.74
29167.34,0.00,44732.12,73899.46
4711.29,9453.51,0.00,14164.80
86020.01,0.00,0.00,86020.01
3792.33,0.00,15546.67,19339.00
36125.37,0.00,107327.82,143453.19
6197.97,16331.83,0.00,22529.80
27970.20,60804.67,0.00,88774.87
34079.10,72196.64,0.00,106275.74
23840.03,65714.53,0.00,89554.56
1394.25,2164.50,0.00,3558.75
63734.69,0.00,0.00,63734.69
41292.48,70336.88,0.00,111629.36
33138.07,0.00,60964.51,94102.58
149.88,812.14,0.00,962.02
5535.46,0.00,31397.05,36932.51
3871.76,0.00,0.00,3871.76
936.29,1873.51,0.00,2809.80
13872.79,0.00,28746.81,42619.60
34504.94,0.00,53183.94,87688.88
904.69,0.00,1907.27,2811.96
24282.78,0.00,83642.77,107925.55
2871.97,9433.93,0.00,12305.90
14664.36,107962.33,0.00,122626.69
1251.19,0.00,6945.59,8196.78
8723.46,0.00,24146.88,32870.34
4968.08,17741.70,0.00,22709.78
137181.78,0.00,0.00,137181.78
7861.05,0.00,0.00,7861.05
43167.21,0.00,72646.06,115813.27
72463.98,0.00,0.00,72463.98
195746.18,0.00,0.00,195746.18
2527.13,20466.68,0.00,22993.81
7227.93,45833.56,0.00,53061.49
5919.60,0.00,0.00,5919.60
488.70,1286.63,0.00,1775.33
124296.37,0.00,0.00,124296.37
97831.57,0.00,0.00,97831.57
10067.72,47357.27,0.00,57424.99
14978.98,0.00,0.00,14978.98
84093.52,0.00,0.00,84093.52
1091.41,0.00,6425.75,7517.16
9564.16,50787.87,0.00,60352.03
24499.73,0.00,0.00,24499.73
48702.53,86433.53,0.00,135136.06
13071.45,46156.75,0.00,59228.20
27091.38,157187.04,0.00,184278.42
60101.94,0.00,0.00,60101.94
86364.50,0.00,0.00,86364.50
103198.82,0.00,0.00,103198.82
28239.01,0.00,79249.42,107488.43
69122.89,0.00,0.00,69122.89
130678.88,0.00,0.00,130678.88
14592.66,0.00,49951.76,64544.42
293.29,1240.31,0.00,1533.60
54184.52,0.00,0.00,54184.52
27718.92,59731.20,0.00,87450.12
28.44,171.56,0.00,200.00
15616.82,46104.91,0.00,61721.73
185992.13,0.00,0.00,185992.13
28194.82,0.00,118500.81,146695.63
6117.45,23066.49,0.00,29183.94
9292.48,68161.64,0.00,77454.12
78338.59,0.00,140469.29,218807.88
1724.93,0.00,0.00,1724.93
26298.95,66416.77,0.00,92715.72
19404.96,0.00,73948.44,93353.40
3645.30,0.00,11514.87,15160.17
20850.31,0.00,46238.71,67089.02
52530.51,0.00,0.00,52530.51
101118.42,0.00,0.00,101118.42
1550.03,0.00,9051.60,10601.63
41127.61,0.00,76572.00,117699.61
32815.94,125664.37,0.00,158480.31
122528.00,0.00,0.00,122528.00
21947.76,0.00,33227.78,55175.54
12316.17,0.00,64472.94,76789.11
28523.44,0.00,0.00,28523.44
28853.08,0.00,0.00,28853.08
20401.03,66620.34,0.00,87021.37
67086.72,0.00,116570.12,183656.84
71333.24,0.00,0.00,71333.24
23663.04,88609.44,0.00,112272.48
22830.02,74653.50,0.00,97483.52
58519.88,0.00,0.00,58519.88
25184.04,0.00,38235.51,63419.55
16980.13,97228.60,0.00,114208.73
12748.62,83529.92,0.00,96278.54
61653.60,0.00,0.00,61653.60
92454.17,0.00,0.00,92454.17
11717.98,27682.02,0.00,39400.00
79976.72,0.00,0.00,79976.72
17127.33,124821.28,0.00,141948.61
17989.13,0.00,58736.48,76725.61
1923.35,0.00,6770.99,8694.34
121218.36,0.00,0.00,121218.36
30916.53,92589.87,0.00,123506.40
142205.02,0.00,0.00,142205.02
144512.63,0.00,0.00,144512.63
2125.80,7097.49,0.00,9223.29
156829.56,0.00,0.00,156829.56
59999.27,0.00,141214.11,201213.38
56899.48,0.00,0.00,56899.48
39198.12,0.00,79112.67,118310.79
18268.74,0.00,89045.40,107314.14
2188.40,11492.60,0.00,13681.00
20896.55,55363.60,0.00,76260.15
53223.16,121015.23,0.00,174238.39
21946.85,0.00,92850.71,114797.56
38021.89,77897.82,0.00,115919.71
169301.61,0.00,0.00,169301.61
40859.67,0.00,0.00,40859.67
56582.31,0.00,0.00,56582.31
1845.21,0.00,4224.00,6069.21
71694.27,0.00,0.00,71694.27
11535.81,49505.22,0.00,61041.03
56947.43,0.00,0.00,56947.43
2824.72,0.00,0.00,2824.72
27772.87,0.00,88029.63,115802.50
8481.17,68056.20,0.00,76537.37
48583.23,0.00,196662.31,245245.54
15025.36,101106.65,0.00,116132.01
15161.28,0.00,45129.08,60290.36
32635.46,0.00,110130.13,142765.59
8950.49,0.00,26537.40,35487.89
155695.75,0.00,0.00,155695.75
24372.60,64774.34,0.00,89146.94
2868.95,0.00,0.00,2868.95
929.70,0.00,0.00,929.70
99982.16,0.00,0.00,99982.16
17765.86,0.00,89607.88,107373.74
15549.22,0.00,47226.78,62776.00
4446.76,21909.14,0.00,26355.90
2071.03,0.00,14894.95,16965.98
16820.01,0.00,0.00,16820.01
15277.43,51793.15,0.00,67070.58
16446.90,0.00,51440.72,67887.62
18718.57,96759.94,0.00,115478.51
15576.86,0.00,51407.35,66984.21
35013.90,140188.83,0.00,175202.73
44696.59,152276.90,0.00,196973.49
63802.14,0.00,0.00,63802.14
41852.02,0.00,103244.00,145096.02
8275.85,27209.01,0.00,35484.86
228615.61,0.00,0.00,228615.61
16958.43,104984.32,0.00,121942.75
4408.00,0.00,0.00,4408.00
23927.75,52445.02,0.00,76372.77
3760.29,18940.59,0.00,22700.88
17791.21,0.00,0.00,17791.21
18499.87,49844.70,0.00,68344.57
9597.88,0.00,60961.57,70559.45
31879.37,62239.65,0.00,94119.02
18426.89,99338.56,0.00,117765.45
17521.19,0.00,43526.88,61048.07
15741.00,0.00,0.00,15741.00
21574.75,72896.35,0.00,94471.10
68273.76,0.00,119420.80,187694.56
51030.10,0.00,0.00,51030.10
88705.33,170752.34,0.00,259457.67
11959.83,85555.53,0.00,97515.36
22495.01,61731.92,0.00,84226.93
11280.32,28789.26,0.00,40069.58
60699.65,0.00,0.00,60699.65
203.82,0.00,439.09,642.91
21011.62,57261.39,0.00,78273.01
35354.15,0.00,138540.36,173894.51
27979.41,0.00,0.00,27979.41
142365.00,0.00,0.00,142365.00
10938.43,0.00,0.00,10938.43
140669.23,0.00,0.00,140669.23
83100.97,0.00,0.00,83100.97
15124.24,0.00,39259.58,54383.82
26399.22,50442.73,0.00,76841.95
52858.01,0.00,0.00,52858.01
101496.27,0.00,0.00,101496.27
9904.96,51896.34,0.00,61801.30
28158.76,0.00,71925.62,100084.38
7153.98,0.00,53268.19,60422.17
30811.63,87932.50,0.00,118744.13
11641.94,0.00,73583.86,85225.80
29562.25,0.00,50803.21,80365.46
29775.02,0.00,0.00,29775.02
15879.52,53648.51,0.00,69528.03
30936.61,0.00,50833.64,81770.25
24706.71,52649.27,0.00,77355.98
20048.40,0.00,69594.15,89642.55
18707.40,72523.67,0.00,91231.07
38943.35,0.00,90115.18,129058.53
142109.55,0.00,0.00,142109.55
154712.17,0.00,0.00,154712.17
309.37,1639.42,0.00,1948.79
32890.04,0.00,0.00,32890.04
112726.84,0.00,0.00,112726.84
24599.39,0.00,0.00,24599.39
13684.70,97886.20,0.00,111570.90
15718.59,43410.21,0.00,59128.80
6203.70,15159.62,0.00,21363.32
18567.88,0.00,52728.94,71296.82
11848.55,0.00,52925.68,64774.23
1067.55,0.00,0.00,1067.55
969.86,0.00,0.00,969.86
15954.40,0.00,53010.32,68964.72
16767.80,0.00,0.00,16767.80
54598.22,0.00,0.00,54598.22
30236.54,0.00,76918.38,107154.92
11204.98,0.00,0.00,11204.98
119407.61,0.00,0.00,119407.61
18933.74,74658.87,0.00,93592.61
13817.10,0.00,65150.44,78967.54
26410.02,47352.63,0.00,73762.65
20580.50,0.00,94502.58,115083.08
20613.97,0.00,47732.48,68346.45
2413.08,0.00,0.00,2413.08
17199.65,0.00,49106.99,66306.64
54986.31,0.00,0.00,54986.31
12092.15,0.00,52175.24,64267.39
8735.66,0.00,17540.55,26276.21
7501.09,0.00,34701.75,42202.84
106958.90,0.00,0.00,106958.90
80914.95,0.00,0.00,80914.95
15194.79,49032.47,0.00,64227.26
79123.82,0.00,0.00,79123.82
83309.19,142855.89,0.00,226165.08
23119.25,0.00,138523.38,161642.63
16176.54,59585.19,0.00,75761.73
5934.50,9913.18,0.00,15847.68
19233.90,0.00,0.00,19233.90
16393.43,77799.19,0.00,94192.62
64191.14,0.00,0.00,64191.14
18827.19,35267.91,0.00,54095.10
12999.55,0.00,35701.06,48700.61
62892.00,0.00,0.00,62892.00
22793.79,0.00,74771.25,97565.04
87888.98,0.00,0.00,87888.98
73666.82,0.00,0.00,73666.82
31390.70,0.00,66914.66,98305.36
16706.57,0.00,68406.97,85113.54
16904.90,0.00,0.00,16904.90
19579.09,31488.15,0.00,51067.24
88470.07,0.00,141769.91,230239.98
9389.96,0.00,0.00,9389.96
11446.71,51432.93,0.00,62879.64
42873.00,0.00,128887.15,171760.15
5690.77,44287.41,0.00,49978.18
32992.13,70062.38,0.00,103054.51
15444.17,0.00,103273.99,118718.16
95180.41,0.00,0.00,95180.41
33400.64,57841.36,0.00,91242.00
5407.51,0.00,11030.09,16437.60
21360.38,63609.57,0.00,84969.95
29911.35,119150.02,0.00,149061.37
55980.11,0.00,0.00,55980.11
50913.30,0.00,0.00,50913.30
77587.68,0.00,139085.94,216673.62
23676.91,68809.09,0.00,92486.00
4757.95,0.00,10333.52,15091.47
56099.15,0.00,0.00,56099.15
23179.45,46424.40,0.00,69603.85
84898.02,0.00,0.00,84898.02
2161.00,0.00,0.00,2161.00
34985.66,0.00,87239.02,122224.68
25648.20,41225.08,0.00,66873.28
17708.96,71735.45,0.00,89444.41
98326.87,0.00,0.00,98326.87
46973.33,0.00,0.00,46973.33
34174.80,62902.12,0.00,97076.92
21683.56,42462.70,0.00,64146.26
17023.33,0.00,118939.46,135962.79
21856.00,0.00,122023.45,143879.45
30355.91,51694.40,0.00,82050.31
1358.36,5124.45,0.00,6482.81
5313.75,0.00,0.00,5313.75
14391.84,82201.98,0.00,96593.82
31544.09,0.00,63402.04,94946.13
382.32,0.00,2616.48,2998.80
164541.38,0.00,0.00,164541.38
58464.53,0.00,0.00,58464.53
23422.23,0.00,85886.49,109308.72
18989.05,0.00,38684.53,57673.58
6426.69,22854.51,0.00,29281.20
12689.90,0.00,61519.73,74209.63
11362.07,0.00,28248.44,39610.51
532.76,0.00,1393.00,1925.76
106028.00,0.00,0.00,106028.00
27561.97,0.00,0.00,27561.97
865.76,0.00,3215.87,4081.63
130547.11,0.00,0.00,130547.11
15716.66,0.00,57483.38,73200.04
114249.00,0.00,0.00,114249.00
61.54,133.54,0.00,195.08
12003.09,0.00,0.00,12003.09
5610.48,0.00,11137.02,16747.50
302.42,0.00,2218.65,2521.07
13584.37,53517.61,0.00,67101.98
182384.16,0.00,0.00,182384.16
99516.02,0.00,0.00,99516.02
48642.63,0.00,0.00,48642.63
72832.03,132659.58,0.00,205491.61
61534.33,0.00,0.00,61534.33
409.52,0.00,1078.29,1487.81
17157.49,0.00,27842.41,44999.90
3570.08,0.00,0.00,3570.08
98240.55,0.00,0.00,98240.55
7874.34,44899.17,0.00,52773.51
36885.96,0.00,83075.76,119961.72
1759.93,0.00,4261.48,6021.41
41403.35,76107.86,0.00,117511.21
181158.69,0.00,0.00,181158.69
8898.74,0.00,68194.91,77093.65
39591.76,87345.25,0.00,126937.01
21813.51,0.00,35898.72,57712.23
2021.48,0.00,0.00,2021.48
37781.40,0.00,58813.02,96594.42
37635.70,0.00,117816.44,155452.14
2280.52,3498.34,0.00,5778.86
7988.50,53830.95,0.00,61819.45
13198.86,32932.69,0.00,46131.55
9733.99,0.00,0.00,9733.99
56892.45,0.00,0.00,56892.45
41430.44,85750.09,0.00,127180.53
8473.17,0.00,73060.29,81533.46
70324.76,0.00,0.00,70324.76
82481.26,0.00,0.00,82481.26
77589.52,0.00,0.00,77589.52
23715.06,0.00,55777.67,79492.73
14112.87,0.00,40680.13,54793.00
45141.34,0.00,0.00,45141.34
22168.57,0.00,45582.14,67750.71
27024.48,0.00,94895.65,121920.13
10782.89,21071.75,0.00,31854.64
20380.83,61645.95,0.00,82026.78
20969.72,0.00,74646.91,95616.63
77887.82,0.00,142084.95,219972.77
36018.69,61643.73,0.00,97662.42
10622.29,0.00,57677.39,68299.68
60298.22,0.00,0.00,60298.22
607.55,1606.96,0.00,2214.51
73595.12,0.00,0.00,73595.12
12876.62,47859.18,0.00,60735.80
15591.22,39614.54,0.00,55205.76
16451.38,0.00,41407.74,57859.12
23562.22,172875.46,0.00,196437.68
2195.08,0.00,0.00,2195.08
11902.97,71781.25,0.00,83684.22
55505.01,0.00,0.00,55505.01
90388.98,0.00,0.00,90388.98
20493.92,110381.72,0.00,130875.64
15529.45,0.00,52813.83,68343.28
18990.74,50968.27,0.00,69959.01
11940.97,32329.06,0.00,44270.03
58367.91,0.00,0.00,58367.91
8886.37,36532.79,0.00,45419.16
17935.44,0.00,0.00,17935.44
88786.29,0.00,0.00,88786.29
993.51,2200.49,0.00,3194.00
13154.29,0.00,0.00,13154.29
17618.01,53867.22,0.00,71485.23
2441.65,0.00,0.00,2441.65
64013.24,0.00,109737.87,173751.11
128250.57,0.00,0.00,128250.57
66258.01,0.00,0.00,66258.01
2239.24,0.00,6530.20,8769.44
3287.33,14375.06,0.00,17662.39
83808.00,0.00,0.00,83808.00
29811.41,61814.27,0.00,91625.68
5462.86,27067.14,0.00,32530.00
72952.11,0.00,0.00,72952.11
9749.30,0.00,53331.15,63080.45
13002.23,0.00,40537.17,53539.40
13320.62,55161.95,0.00,68482.57
12773.17,0.00,54292.88,67066.05
12608.44,47315.00,0.00,59923.44
13150.98,0.00,61565.17,74716.15
35488.05,0.00,167447.70,202935.75
8891.68,55425.34,0.00,64317.02
26170.40,0.00,54503.95,80674.35
5813.57,13568.17,0.00,19381.74
52111.46,0.00,0.00,52111.46
4694.61,0.00,12490.06,17184.67
21765.13,0.00,42830.74,64595.87
12839.40,0.00,42810.30,55649.70
29421.60,54233.17,0.00,83654.77
68577.17,0.00,0.00,68577.17
19965.13,0.00,52986.37,72951.50
41150.95,129677.84,0.00,170828.79
57094.51,98220.73,0.00,155315.24
2868.50,5663.84,0.00,8532.34
30908.93,115586.20,0.00,146495.13
4796.96,41714.07,0.00,46511.03
8421.34,0.00,53221.14,61642.48
26843.07,0.00,56874.46,83717.53
24514.23,130905.42,0.00,155419.65
91320.55,0.00,0.00,91320.55
47234.87,0.00,81968.81,129203.68
57778.64,0.00,135518.36,193297.00
19723.00,41231.08,0.00,60954.08
42988.16,96183.00,0.00,139171.16
23145.97,0.00,55192.16,78338.13
60897.20,0.00,0.00,60897.20
3555.75,17790.64,0.00,21346.39
39567.07,140830.93,0.00,180398.00
8174.16,0.00,26490.41,34664.57
19127.71,0.00,48866.39,67994.10
86188.72,0.00,0.00,86188.72
20999.81,0.00,35276.44,56276.25
12000.06,0.00,25865.15,37865.21
142012.72,0.00,0.00,142012.72
1688.19,0.00,2602.03,4290.22
18411.27,48758.56,0.00,67169.83
19993.46,0.00,33049.78,53043.24
27982.45,0.00,80840.17,108822.62
7011.94,0.00,24415.73,31427.67
9184.15,0.00,49430.51,58614.66
18076.90,0.00,38635.49,56712.39
11514.89,31457.80,0.00,42972.69
43.96,0.00,150.64,194.60
23999.94,0.00,0.00,23999.94
37114.85,0.00,80915.38,118030.23
43855.83,0.00,0.00,43855.83
870.77,2754.93,0.00,3625.70
32158.61,0.00,0.00,32158.61
7727.57,0.00,0.00,7727.57
30594.62,101336.45,0.00,131931.07
41008.20,0.00,0.00,41008.20
25702.18,0.00,70525.31,96227.49
7066.05,61823.11,0.00,68889.16
9448.48,0.00,82738.50,92186.98
43302.82,81799.18,0.00,125102.00
176428.68,0.00,0.00,176428.68
73185.24,0.00,0.00,73185.24
38608.66,0.00,102686.76,141295.42
13541.73,90727.77,0.00,104269.50
161950.42,0.00,0.00,161950.42
78301.16,0.00,0.00,78301.16
152415.71,0.00,0.00,152415.71
8046.71,0.00,63148.93,71195.64
20611.75,42572.33,0.00,63184.08
28239.39,0.00,94995.89,123235.28
19588.35,0.00,47871.60,67459.95
660.62,0.00,1689.76,2350.38
164229.28,0.00,0.00,164229.28
93727.52,0.00,0.00,93727.52
26920.17,0.00,40497.40,67417.57
14341.01,0.00,64942.56,79283.57
7815.09,0.00,14155.30,21970.39
7269.34,30597.98,0.00,37867.32
32533.68,53476.54,0.00,86010.22
1909.73,4518.27,0.00,6428.00
14791.56,90933.85,0.00,105725.41
132918.57,0.00,0.00,132918.57
187.85,1059.07,0.00,1246.92
15319.73,27924.23,0.00,43243.96
18924.88,0.00,95691.13,114616.01
157778.87,0.00,0.00,157778.87
99533.07,0.00,0.00,99533.07
13950.73,0.00,75855.27,89806.00
31147.73,0.00,55048.45,86196.18
72464.01,0.00,0.00,72464.01
1347.50,0.00,2338.90,3686.40
2606.35,0.00,7073.62,9679.97
65277.06,0.00,0.00,65277.06
897.80,2567.20,0.00,3465.00
65097.09,0.00,105507.11,170604.20
3704.68,0.00,16580.60,20285.28
11572.34,0.00,22258.06,33830.40
45524.12,85667.20,0.00,131191.32
119.68,0.00,1034.07,1153.75
50031.40,81664.24,0.00,131695.64
7637.65,0.00,61425.91,69063.56
4787.15,24806.48,0.00,29593.63
19289.89,0.00,50076.16,69366.05
72177.43,0.00,0.00,72177.43
17327.90,0.00,86038.48,103366.38
27513.31,81649.69,0.00,109163.00
180693.07,0.00,0.00,180693.07
25085.04,0.00,52853.21,77938.25
153291.53,0.00,0.00,153291.53
16952.58,59453.54,0.00,76406.12
115478.55,0.00,0.00,115478.55
17204.52,0.00,0.00,17204.52
361.88,3248.06,0.00,3609.94
108618.56,0.00,0.00,108618.56
3120.00,0.00,0.00,3120.00
6510.89,0.00,18929.51,25440.40
2156.61,10073.09,0.00,12229.70
163313.60,0.00,0.00,163313.60
22328.75,0.00,41843.62,64172.37
55469.36,0.00,0.00,55469.36
98236.00,0.00,0.00,98236.00
11663.59,0.00,0.00,11663.59
94812.15,0.00,0.00,94812.15
32.41,71.49,0.00,103.90
14704.68,0.00,0.00,14704.68
10163.43,0.00,32061.88,42225.31
30746.41,0.00,0.00,30746.41
3613.62,5456.81,0.00,9070.43
23960.35,0.00,105008.75,128969.10
46236.35,0.00,72796.64,119032.99
64951.27,0.00,0.00,64951.27
8725.67,66377.52,0.00,75103.19
34615.60,0.00,136285.16,170900.76
25249.26,53761.73,0.00,79010.99
272.47,0.00,2165.54,2438.01
131989.11,0.00,0.00,131989.11
141953.05,0.00,0.00,141953.05
13222.44,98191.21,0.00,111413.65
20262.79,67880.30,0.00,88143.09
3882.10,34287.21,0.00,38169.31
63473.26,0.00,119701.18,183174.44
67046.69,0.00,0.00,67046.69
39802.71,0.00,0.00,39802.71
962.33,0.00,4379.20,5341.53
156446.56,0.00,0.00,156446.56
17320.52,0.00,0.00,17320.52
16527.76,116298.02,0.00,132825.78
18736.18,0.00,36817.67,55553.85
3253.80,0.00,0.00,3253.80
21098.35,0.00,76297.05,97395.40
941.16,3115.95,0.00,4057.11
19938.44,0.00,103458.31,123396.75
31255.75,48289.40,0.00,79545.15
3446.66,0.00,16226.68,19673.34
20718.56,0.00,107930.62,128649.18
55788.45,0.00,0.00,55788.45
21652.65,55557.40,0.00,77210.05
95789.41,0.00,0.00,95789.41
20668.24,36505.05,0.00,57173.29
8057.91,0.00,17092.59,25150.50
29052.22,0.00,118081.08,147133.30
36578.09,63729.08,0.00,100307.17
1597.17,5075.93,0.00,6673.10
3511.76,0.00,0.00,3511.76
29664.69,0.00,76535.31,106200.00
12760.36,46942.27,0.00,59702.63
2340.33,8435.56,0.00,10775.89
3277.34,6823.70,0.00,10101.04
4846.46,36764.41,0.00,41610.87
81533.62,0.00,0.00,81533.62
24952.07,0.00,64025.76,88977.83
26690.14,132410.79,0.00,159100.93
121252.50,0.00,0.00,121252.50
7367.70,60006.00,0.00,67373.70
9944.29,0.00,66433.20,76377.49
19244.30,0.00,71459.36,90703.66
98763.51,0.00,0.00,98763.51
24922.15,101800.84,0.00,126722.99
53032.47,0.00,0.00,53032.47
2537.12,0.00,6617.54,9154.66
22067.95,0.00,54718.05,76786.00
16610.68,80850.33,0.00,97461.01
4216.83,0.00,0.00,4216.83
5215.72,0.00,32076.40,37292.12
13594.16,115247.09,0.00,128841.25
1678.70,5882.87,0.00,7561.57
9910.21,0.00,48881.79,58792.00
116623.00,0.00,0.00,116623.00
180.41,0.00,696.96,877.37
3279.43,15836.66,0.00,19116.09
471.36,2516.06,0.00,2987.42
163828.83,0.00,0.00,163828.83
124488.48,0.00,0.00,124488.48
17690.77,0.00,41401.11,59091.88
16077.97,0.00,36837.43,52915.40
44546.25,68035.56,0.00,112581.81
18192.59,49684.67,0.00,67877.26
13587.10,45852.10,0.00,59439.20
16154.41,0.00,69640.44,85794.85
2346.14,0.00,4489.20,6835.34
97716.06,0.00,0.00,97716.06
24529.92,44020.88,0.00,68550.80
7963.20,35283.86,0.00,43247.06
34046.14,54354.51,0.00,88400.65
12323.45,0.00,99142.19,111465.64
20098.60,123617.58,0.00,143716.18
108871.14,0.00,0.00,108871.14
52423.32,106356.15,0.00,158779.47
43186.45,123565.21,0.00,166751.66
92660.91,0.00,0.00,92660.91
45475.76,84021.87,0.00,129497.63
723.79,0.00,1124.20,1847.99
151673.03,0.00,0.00,151673.03
189708.28,0.00,0.00,189708.28
95563.80,0.00,0.00,95563.80
46214.04,0.00,0.00,46214.04
38605.55,0.00,98317.67,136923.22
43254.05,71132.02,0.00,114386.07
15677.97,125863.48,0.00,141541.45
16688.36,125878.87,0.00,142567.23
76897.46,0.00,0.00,76897.46
78706.12,0.00,0.00,78706.12
106861.92,0.00,0.00,106861.92
70222.96,0.00,0.00,70222.96
12719.89,53062.09,0.00,65781.98
7890.77,0.00,0.00,7890.77
21982.29,0.00,72441.52,94423.81
39466.19,0.00,0.00,39466.19
7105.63,0.00,0.00,7105.63
22490.64,62725.83,0.00,85216.47
9936.64,40499.70,0.00,50436.34
43361.29,0.00,75891.06,119252.35
3688.42,0.00,30710.33,34398.75
102163.41,0.00,0.00,102163.41
17374.56,0.00,36891.80,54266.36
63906.95,0.00,0.00,63906.95
19668.65,0.00,53873.60,73542.25
24202.85,0.00,38932.81,63135.66
35790.00,0.00,108847.44,144637.44
76404.87,0.00,0.00,76404.87
175131.81,0.00,0.00,175131.81
694.51,0.00,3183.42,3877.93
16078.50,0.00,0.00,16078.50
5554.07,0.00,0.00,5554.07
16535.24,0.00,0.00,16535.24
11747.52,47164.98,0.00,58912.50
39038.22,62104.30,0.00,101142.52
19041.61,0.00,85183.15,104224.76
56912.21,0.00,0.00,56912.21
57383.31,0.00,0.00,57383.31
114759.77,0.00,0.00,114759.77
20245.12,0.00,36081.62,56326.74
1059.03,0.00,5597.99,6657.02
67632.20,0.00,0.00,67632.20
22360.76,0.00,177137.54,199498.30
15675.01,0.00,0.00,15675.01
3722.79,9269.99,0.00,12992.78
33014.94,0.00,144330.79,177345.73
15143.45,0.00,103638.03,118781.48
25340.39,0.00,72643.72,97984.11
30825.01,0.00,153226.76,184051.77
22108.10,0.00,0.00,22108.10
3130.30,8699.76,0.00,11830.06
544.36,4156.64,0.00,4701.00
68103.14,0.00,0.00,68103.14
864.30,0.00,0.00,864.30
5845.46,0.00,0.00,5845.46
28020.93,0.00,50924.10,78945.03
41214.96,0.00,61993.84,103208.80
16668.13,84066.23,0.00,100734.36
26538.43,61741.68,0.00,88280.11
94544.74,0.00,0.00,94544.74
11174.36,95342.53,0.00,106516.89
24557.47,0.00,131681.87,156239.34
10952.88,0.00,52112.27,63065.15
121724.95,0.00,0.00,121724.95
14296.48,39536.99,0.00,53833.47
13313.02,0.00,49508.93,62821.95
138744.75,0.00,0.00,138744.75
215896.19,0.00,0.00,215896.19
26858.57,62437.43,0.00,89296.00
10311.20,73782.33,0.00,84093.53
5699.65,0.00,0.00,5699.65
47178.81,76383.17,0.00,123561.98
20423.32,58863.02,0.00,79286.34
61467.68,0.00,0.00,61467.68
150390.31,0.00,0.00,150390.31
21653.71,38074.31,0.00,59728.02
21524.21,0.00,73678.80,95203.01
39398.75,63294.34,0.00,102693.09
56844.00,0.00,0.00,56844.00
33653.27,58282.82,0.00,91936.09
122503.34,0.00,0.00,122503.34
2321.83,10433.64,0.00,12755.47
16042.29,40247.73,0.00,56290.02
16702.46,47608.78,0.00,64311.24
26803.03,78857.87,0.00,105660.90
5997.98,0.00,44980.40,50978.38
12412.28,33146.03,0.00,45558.31
13334.82,23022.56,0.00,36357.38
13042.83,0.00,47400.57,60443.40
36550.86,0.00,87625.99,124176.85
23332.74,0.00,48082.26,71415.00
158.44,0.00,471.56,630.00
26349.78,66886.22,0.00,93236.00
15473.38,61254.72,0.00,76728.10
12984.51,0.00,30379.22,43363.73
